Date,Time,bioTime,dayOrNight,Relative Humidity,Temperature
03-10-13,08:41:23,02:29:24,day,97.4,27.7
03-10-13,08:42:24,02:30:25,day,94,27.8
03-10-13,08:43:24,02:31:26,day,94.8,27.8
03-10-13,08:44:25,02:32:27,day,95.6,27.7
03-10-13,08:45:26,02:33:28,day,99.9,27.8
03-10-13,08:46:26,02:34:28,day,99.9,27.7
03-10-13,08:47:27,02:35:29,day,99.9,27.5
03-10-13,08:48:27,02:36:29,day,94.3,27.5
03-10-13,08:49:28,02:37:31,day,97.2,27.7
03-10-13,08:50:28,02:38:31,day,88.9,27.9
03-10-13,08:51:29,02:39:32,day,87,28.1
03-10-13,08:52:29,02:40:32,day,95.1,28.2
03-10-13,08:53:30,02:41:33,day,87.8,28.1
03-10-13,08:54:30,02:42:33,day,85.2,28.3
03-10-13,08:55:31,02:43:35,day,95.5,28.3
03-10-13,08:56:32,02:44:36,day,87.1,28.1
03-10-13,08:57:32,02:45:36,day,95.1,28.2
03-10-13,08:58:33,02:46:37,day,93.6,28.2
03-10-13,08:59:33,02:47:37,day,85.7,28.3
03-10-13,09:00:34,02:48:39,day,87.2,28.4
03-10-13,09:01:34,02:49:39,day,82.9,28.6
03-10-13,09:02:35,02:50:40,day,82.2,28.7
03-10-13,09:03:35,02:51:40,day,89.1,28.8
03-10-13,09:04:36,02:52:41,day,85,28.7
03-10-13,09:05:36,02:53:41,day,89.2,28.5
03-10-13,09:06:37,02:54:43,day,81.2,28.4
03-10-13,09:07:38,02:55:44,day,77.2,28.4
03-10-13,09:08:38,02:56:44,day,81.6,28.6
03-10-13,09:09:39,02:57:45,day,99.9,28.7
03-10-13,09:10:39,02:58:45,day,99.9,28.7
03-10-13,09:11:40,02:59:46,day,99.9,28.7
03-10-13,09:12:40,03:00:47,day,99.9,28.6
03-10-13,09:13:41,03:01:48,day,65.8,28.6
03-10-13,09:14:41,03:02:48,day,67.7,28.9
03-10-13,09:15:42,03:03:49,day,65.3,28.9
03-10-13,09:16:43,03:04:50,day,63.9,28.9
03-10-13,09:17:43,03:05:51,day,64.6,28.9
03-10-13,09:18:44,03:06:52,day,65.9,29
03-10-13,09:20:45,03:08:53,day,58.1,29.2
03-10-13,09:21:45,03:09:53,day,56.7,29.2
03-10-13,09:22:46,03:10:54,day,56.6,29.3
03-10-13,09:23:46,03:11:55,day,54.3,29.4
03-10-13,09:24:47,03:12:56,day,57.9,29.6
03-10-13,09:25:47,03:13:56,day,50.2,29.8
03-10-13,09:26:48,03:14:57,day,54,30
03-10-13,09:27:49,03:15:58,day,55.4,30
03-10-13,09:28:49,03:16:58,day,51.7,30
03-10-13,09:29:50,03:18:00,day,54.7,30
03-10-13,09:30:50,03:19:00,day,53.9,30.1
03-10-13,09:31:51,03:20:01,day,54.3,30.1
03-10-13,09:32:51,03:21:01,day,55,30.1
03-10-13,09:33:52,03:22:02,day,54.7,30.2
03-10-13,09:34:52,03:23:02,day,53.5,30.5
03-10-13,09:35:53,03:24:04,day,44.9,30.5
03-10-13,09:36:53,03:25:04,day,47.2,30.5
03-10-13,09:37:54,03:26:05,day,50.5,30.6
03-10-13,09:38:55,03:27:06,day,48.2,30.7
03-10-13,09:39:55,03:28:06,day,47.1,30.6
03-10-13,09:40:56,03:29:08,day,51.5,30.7
03-10-13,09:41:56,03:30:08,day,52.7,30.6
03-10-13,09:42:57,03:31:09,day,48.1,30.5
03-10-13,09:43:57,03:32:09,day,49.7,30.6
03-10-13,09:44:58,03:33:10,day,49.2,30.6
03-10-13,09:45:58,03:34:10,day,49.8,30.7
03-10-13,09:46:59,03:35:12,day,50.1,30.8
03-10-13,09:47:59,03:36:12,day,46.5,30.8
03-10-13,09:49:00,03:37:13,day,47.2,30.9
03-10-13,09:50:01,03:38:14,day,48.1,31
03-10-13,09:51:01,03:39:14,day,46.2,31.2
03-10-13,09:52:02,03:40:15,day,49,31
03-10-13,09:53:02,03:41:16,day,47.3,31
03-10-13,09:54:03,03:42:17,day,44.1,30.9
03-10-13,09:55:03,03:43:17,day,43.8,31
03-10-13,09:56:04,03:44:18,day,48.9,31
03-10-13,09:57:04,03:45:18,day,46.6,31
03-10-13,09:58:05,03:46:20,day,47.7,31.2
03-10-13,09:59:05,03:47:20,day,44.9,31.2
03-10-13,10:00:06,03:48:21,day,46.6,31.3
03-10-13,10:01:07,03:49:22,day,47,31.5
03-10-13,10:02:07,03:50:22,day,45.2,31.5
03-10-13,10:03:08,03:51:23,day,47.2,31.5
03-10-13,10:04:08,03:52:24,day,47,31.5
03-10-13,10:05:09,03:53:25,day,44.7,31.4
03-10-13,10:06:09,03:54:25,day,46.1,31.5
03-10-13,10:07:10,03:55:26,day,44.6,31.6
03-10-13,10:08:10,03:56:26,day,43.4,31.7
03-10-13,10:09:11,03:57:27,day,42.9,31.7
03-10-13,10:10:11,03:58:28,day,40.7,31.8
03-10-13,10:11:12,03:59:29,day,39.7,31.9
03-10-13,10:12:13,04:00:30,day,42.9,32
03-10-13,10:13:13,04:01:30,day,41.6,32.1
03-10-13,10:14:14,04:02:31,day,42.3,32.2
03-10-13,10:15:14,04:03:32,day,44.7,32.2
03-10-13,10:16:15,04:04:33,day,42.1,32.2
03-10-13,10:17:15,04:05:33,day,42,32.3
03-10-13,10:18:16,04:06:34,day,42.8,32.2
03-10-13,10:19:16,04:07:34,day,38.7,32.1
03-10-13,10:20:17,04:08:35,day,42.3,32.3
03-10-13,10:21:18,04:09:37,day,43.2,32.4
03-10-13,10:22:18,04:10:37,day,42.1,32.5
03-10-13,10:23:19,04:11:38,day,41.1,32.5
03-10-13,10:24:19,04:12:38,day,38.6,32.7
03-10-13,10:25:20,04:13:39,day,41.6,33
03-10-13,10:26:20,04:14:39,day,40.6,33
03-10-13,10:27:21,04:15:41,day,41.1,32.9
03-10-13,10:28:21,04:16:41,day,41.1,32.8
03-10-13,10:30:22,04:18:42,day,42.1,32.8
03-10-13,10:31:23,04:19:43,day,40.6,32.8
03-10-13,10:32:24,04:20:44,day,40.6,32.8
03-10-13,10:33:24,04:21:45,day,40.2,32.9
03-10-13,10:34:25,04:22:46,day,40.4,33.1
03-10-13,10:35:25,04:23:46,day,39.3,33.1
03-10-13,10:36:26,04:24:47,day,37.7,33.1
03-10-13,10:37:26,04:25:47,day,39.2,33
03-10-13,10:38:27,04:26:49,day,37.8,33.1
03-10-13,10:39:27,04:27:49,day,39.5,33.1
03-10-13,10:40:28,04:28:50,day,37.6,33.3
03-10-13,10:41:28,04:29:50,day,36.6,33.5
03-10-13,10:42:29,04:30:51,day,38,33.6
03-10-13,10:43:30,04:31:52,day,38,33.4
03-10-13,10:44:30,04:32:53,day,38,33.6
03-10-13,10:45:31,04:33:54,day,37.3,33.4
03-10-13,10:46:31,04:34:54,day,36.5,33.5
03-10-13,10:47:32,04:35:55,day,35.3,33.7
03-10-13,10:48:32,04:36:55,day,37,33.7
03-10-13,10:49:33,04:37:56,day,34.6,33.5
03-10-13,10:50:33,04:38:57,day,36.2,33.7
03-10-13,10:51:34,04:39:58,day,34.4,33.7
03-10-13,10:52:34,04:40:58,day,35.8,33.8
03-10-13,10:53:35,04:41:59,day,34.3,33.8
03-10-13,10:54:36,04:43:00,day,33.9,33.9
03-10-13,10:55:36,04:44:01,day,34.9,33.9
03-10-13,10:56:37,04:45:02,day,33.7,34
03-10-13,10:57:37,04:46:02,day,35,33.9
03-10-13,10:58:38,04:47:03,day,32.9,34.1
03-10-13,10:59:38,04:48:03,day,33.6,34.3
03-10-13,11:00:39,04:49:04,day,34,34.2
03-10-13,11:01:39,04:50:05,day,32.8,34.2
03-10-13,11:02:40,04:51:06,day,35.3,34.2
03-10-13,11:03:40,04:52:06,day,33.4,34.3
03-10-13,11:04:41,04:53:07,day,33.4,34.4
03-10-13,11:05:42,04:54:08,day,31.2,34.5
03-10-13,11:06:42,04:55:08,day,29.8,34.6
03-10-13,11:07:43,04:56:10,day,32.9,34.8
03-10-13,11:08:43,04:57:10,day,32,34.8
03-10-13,11:09:44,04:58:11,day,32.4,34.8
03-10-13,11:10:44,04:59:11,day,34,34.8
03-10-13,11:11:45,05:00:12,day,32.2,34.8
03-10-13,11:12:45,05:01:13,day,32.2,34.9
03-10-13,11:13:46,05:02:14,day,30,35.1
03-10-13,11:14:47,05:03:15,day,29.9,35.2
03-10-13,11:15:47,05:04:15,day,32.4,35.3
03-10-13,11:16:48,05:05:16,day,31.5,35.3
03-10-13,11:17:48,05:06:16,day,34.4,35.2
03-10-13,11:18:49,05:07:18,day,31.2,34.9
03-10-13,11:19:49,05:08:18,day,29.4,35.1
03-10-13,11:20:50,05:09:19,day,30,35.2
03-10-13,11:21:50,05:10:19,day,30,35.2
03-10-13,11:22:51,05:11:20,day,32.6,35
03-10-13,11:23:51,05:12:20,day,30.4,35.2
03-10-13,11:24:52,05:13:22,day,28.7,35.4
03-10-13,11:25:53,05:14:23,day,34.5,35.4
03-10-13,11:26:53,05:15:23,day,32.4,35
03-10-13,11:27:54,05:16:24,day,30.2,34.8
03-10-13,11:28:54,05:17:24,day,29.6,34.9
03-10-13,11:29:55,05:18:25,day,30.8,35.2
03-10-13,11:30:55,05:19:26,day,32,35.2
03-10-13,11:31:56,05:20:27,day,28.7,35.3
03-10-13,11:32:56,05:21:27,day,31,35.3
03-10-13,11:33:57,05:22:28,day,30.7,35.3
03-10-13,11:34:57,05:23:28,day,30.9,35.2
03-10-13,11:35:58,05:24:30,day,29.7,35.2
03-10-13,11:36:59,05:25:31,day,29.5,35.4
03-10-13,11:37:59,05:26:31,day,30.7,35.5
03-10-13,11:39:00,05:27:32,day,29.7,35.6
03-10-13,11:40:00,05:28:32,day,29.1,35.6
03-10-13,11:41:01,05:29:33,day,30.6,35.8
03-10-13,11:42:01,05:30:34,day,30.1,35.7
03-10-13,11:43:02,05:31:35,day,31.7,35.7
03-10-13,11:44:02,05:32:35,day,32.3,35.6
03-10-13,11:45:03,05:33:36,day,29.3,35.5
03-10-13,11:46:03,05:34:36,day,30.4,35.3
03-10-13,11:47:04,05:35:37,day,31,35.2
03-10-13,11:48:05,05:36:39,day,32.6,35.4
03-10-13,11:49:05,05:37:39,day,29.1,35.5
03-10-13,11:50:06,05:38:40,day,27.6,35.5
03-10-13,11:51:06,05:39:40,day,28.6,35.5
03-10-13,11:52:07,05:40:41,day,29,35.4
03-10-13,11:53:07,05:41:42,day,31.4,35.2
03-10-13,11:54:08,05:42:43,day,30.9,35.4
03-10-13,11:55:08,05:43:43,day,30.5,35.6
03-10-13,11:56:09,05:44:44,day,28.1,35.6
03-10-13,11:57:09,05:45:44,day,28,35.9
03-10-13,11:58:10,05:46:45,day,28.6,36.2
03-10-13,11:59:11,05:47:47,day,27.4,35.8
03-10-13,12:00:11,05:48:47,day,30.1,35.7
03-10-13,12:01:12,05:49:48,day,27.7,35.7
03-10-13,12:02:12,05:50:48,day,26.1,35.7
03-10-13,12:03:13,05:51:49,day,28,35.8
03-10-13,12:04:13,05:52:49,day,30,36
03-10-13,12:15:19,06:03:57,day,29.6,36.3
03-10-13,12:16:20,06:04:59,day,30.8,36.3
03-10-13,12:17:20,06:05:59,day,30.3,36
03-10-13,12:18:21,06:07:00,day,29.5,36.1
03-10-13,12:19:21,06:08:00,day,30.2,36.3
03-10-13,12:20:22,06:09:01,day,30.9,36.3
03-10-13,12:21:22,06:10:01,day,27.8,36.6
03-10-13,12:22:23,06:11:03,day,29.8,36.7
03-10-13,12:23:24,06:12:04,day,30.3,36.3
03-10-13,12:24:24,06:13:04,day,26.5,36.4
03-10-13,12:25:25,06:14:05,day,25.7,37
03-10-13,12:26:25,06:15:05,day,25.4,37.4
03-10-13,12:27:26,06:16:06,day,25.1,37.7
03-10-13,12:28:26,06:17:07,day,25.1,37.7
03-10-13,12:29:27,06:18:08,day,24.9,37.8
03-10-13,12:30:27,06:19:08,day,24.8,37.9
03-10-13,12:31:28,06:20:09,day,24.9,38
03-10-13,12:32:28,06:21:09,day,25,38
03-10-13,12:33:29,06:22:11,day,24.6,38.2
03-10-13,12:34:30,06:23:12,day,24.8,38.2
03-10-13,12:35:30,06:24:12,day,28.2,38.1
03-10-13,12:36:31,06:25:13,day,26.9,37.9
03-10-13,12:37:31,06:26:13,day,27.2,37.8
03-10-13,12:38:32,06:27:14,day,28.1,37.8
03-10-13,12:39:32,06:28:15,day,27.9,37.9
03-10-13,12:40:33,06:29:16,day,28.2,37.9
03-10-13,12:41:33,06:30:16,day,26.8,37.8
03-10-13,12:42:34,06:31:17,day,27.6,37.9
03-10-13,12:43:35,06:32:18,day,28.4,37.8
03-10-13,12:44:35,06:33:18,day,28.1,37.8
03-10-13,12:45:36,06:34:20,day,27.3,37.7
03-10-13,12:46:36,06:35:20,day,26.9,37.8
03-10-13,12:47:37,06:36:21,day,27.5,37.9
03-10-13,12:48:37,06:37:21,day,26.4,37.8
03-10-13,12:49:38,06:38:22,day,28.2,37.7
03-10-13,12:50:38,06:39:23,day,27.3,37.7
03-10-13,12:51:39,06:40:24,day,28.7,37.8
03-10-13,12:52:39,06:41:24,day,27.9,37.7
03-10-13,12:53:40,06:42:25,day,27.5,37.8
03-10-13,12:54:41,06:43:26,day,29.4,37.4
03-10-13,12:55:41,06:44:26,day,30.3,37.1
03-10-13,12:56:42,06:45:28,day,27.9,37.2
03-10-13,12:57:42,06:46:28,day,29.8,37.4
03-10-13,12:58:43,06:47:29,day,28.9,37.5
03-10-13,12:59:43,06:48:29,day,28.7,37.3
03-10-13,13:00:44,06:49:30,day,28.6,37.6
03-10-13,13:01:44,06:50:30,day,27.7,37.8
03-10-13,13:02:45,06:51:32,day,29,37.4
03-10-13,13:04:46,06:53:33,day,34,37
03-10-13,13:05:47,06:54:34,day,32,37.1
03-10-13,13:06:47,06:55:34,day,29.1,37.2
03-10-13,13:07:48,06:56:35,day,30.5,37.4
03-10-13,13:08:48,06:57:36,day,29,37.5
03-10-13,13:09:49,06:58:37,day,29.4,37.6
03-10-13,13:10:49,06:59:37,day,29.5,37.6
03-10-13,13:11:50,07:00:38,day,28.2,37.7
03-10-13,13:12:50,07:01:38,day,27.3,37.7
03-10-13,13:13:51,07:02:40,day,27.8,37.9
03-10-13,13:14:51,07:03:40,day,28.9,38
03-10-13,13:15:52,07:04:41,day,31.7,37.8
03-10-13,13:16:53,07:05:42,day,32.5,37.8
03-10-13,13:17:53,07:06:42,day,30.8,37.4
03-10-13,13:18:54,07:07:43,day,31.2,37.4
03-10-13,13:19:54,07:08:44,day,30.3,37.6
03-10-13,13:20:55,07:09:45,day,30,37.8
03-10-13,13:21:55,07:10:45,day,29.9,37.7
03-10-13,13:22:56,07:11:46,day,31.3,37.6
03-10-13,13:23:56,07:12:46,day,31.7,37.6
03-10-13,13:24:57,07:13:47,day,30.8,37.7
03-10-13,13:25:57,07:14:48,day,30.6,37.7
03-10-13,13:26:58,07:15:49,day,31.7,37.6
03-10-13,13:27:59,07:16:50,day,33,37.5
03-10-13,13:28:59,07:17:50,day,33.5,37.3
03-10-13,13:30:00,07:18:51,day,34.9,37.2
03-10-13,13:31:00,07:19:52,day,35.9,36.9
03-10-13,13:32:01,07:20:53,day,34.8,36.7
03-10-13,13:33:01,07:21:53,day,36.5,36.8
03-10-13,13:34:02,07:22:54,day,30.1,36.9
03-10-13,13:35:02,07:23:54,day,36.3,36.5
03-10-13,13:36:03,07:24:55,day,31.3,36.4
03-10-13,13:37:04,07:25:57,day,33.2,36.6
03-10-13,13:38:04,07:26:57,day,32,36.9
03-10-13,13:39:05,07:27:58,day,32.5,36.9
03-10-13,13:40:05,07:28:58,day,30.2,36.9
03-10-13,13:41:06,07:29:59,day,31.3,37.1
03-10-13,13:42:06,07:30:59,day,33.1,37.2
03-10-13,13:43:07,07:32:01,day,32.4,37.3
03-10-13,13:44:07,07:33:01,day,33.1,37.3
03-10-13,13:45:08,07:34:02,day,32.7,37.2
03-10-13,13:46:08,07:35:02,day,32.1,37.3
03-10-13,13:47:09,07:36:03,day,29.4,37.3
03-10-13,13:48:10,07:37:05,day,29.6,37.5
03-10-13,13:49:10,07:38:05,day,31.6,37.3
03-10-13,13:50:11,07:39:06,day,29.5,37.2
03-10-13,13:51:11,07:40:06,day,30.5,37.1
03-10-13,13:52:12,07:41:07,day,34,37.2
03-10-13,13:53:12,07:42:07,day,32.1,37.1
03-10-13,13:54:13,07:43:09,day,32,37.1
03-10-13,13:55:13,07:44:09,day,32.1,37
03-10-13,13:56:14,07:45:10,day,33.6,37
03-10-13,13:57:14,07:46:10,day,31.4,37.2
03-10-13,13:58:15,07:47:11,day,31.4,37.3
03-10-13,13:59:16,07:48:12,day,30.7,37.4
03-10-13,14:00:16,07:49:13,day,33.1,37.2
03-10-13,14:01:17,07:50:14,day,29.7,37.1
03-10-13,14:02:17,07:51:14,day,33.1,37.1
03-10-13,14:03:18,07:52:15,day,33.5,37
03-10-13,14:04:18,07:53:15,day,31.2,37
03-10-13,14:05:19,07:54:16,day,32,36.9
03-10-13,14:06:19,07:55:17,day,37.9,36.7
03-10-13,14:07:20,07:56:18,day,33.1,36.6
03-10-13,14:08:20,07:57:18,day,31.3,36.6
03-10-13,14:09:21,07:58:19,day,32.3,36.8
03-10-13,14:10:22,07:59:20,day,32.1,36.8
03-10-13,14:11:22,08:00:21,day,30.6,37
03-10-13,14:12:23,08:01:22,day,31.7,37
03-10-13,14:13:23,08:02:22,day,33.3,37
03-10-13,14:14:24,08:03:23,day,32.6,36.9
03-10-13,14:15:24,08:04:23,day,31.2,36.9
03-10-13,14:16:25,08:05:24,day,32,36.9
03-10-13,14:17:25,08:06:25,day,33.1,36.9
03-10-13,14:18:26,08:07:26,day,30.3,36.9
03-10-13,14:19:26,08:08:26,day,34.4,36.7
03-10-13,14:20:27,08:09:27,day,35.6,36.2
03-10-13,14:21:28,08:10:28,day,31.8,36.4
03-10-13,14:22:28,08:11:28,day,31.4,36.4
03-10-13,14:23:29,08:12:30,day,32.8,36.7
03-10-13,14:24:29,08:13:30,day,35.5,36.4
03-10-13,14:25:30,08:14:31,day,33.2,36.4
03-10-13,14:26:30,08:15:31,day,32.8,36.6
03-10-13,14:27:31,08:16:32,day,33.9,36.8
03-10-13,14:28:31,08:17:33,day,38.2,36.9
03-10-13,14:29:32,08:18:34,day,37.7,36.6
03-10-13,14:30:33,08:19:35,day,37.6,36.7
03-10-13,14:31:33,08:20:35,day,38,36.5
03-10-13,14:32:34,08:21:36,day,35.6,36.5
03-10-13,14:33:34,08:22:36,day,35.5,36.6
03-10-13,14:34:35,08:23:38,day,41.6,36.5
03-10-13,14:35:35,08:24:38,day,36.8,36.3
03-10-13,14:36:36,08:25:39,day,38.3,36.1
03-10-13,14:38:37,08:27:40,day,37,36.4
03-10-13,14:39:37,08:28:40,day,38.6,36.3
03-10-13,14:40:38,08:29:42,day,39.6,36.4
03-10-13,14:41:39,08:30:43,day,40.4,36.2
03-10-13,14:42:39,08:31:43,day,40.6,36.2
03-10-13,14:43:40,08:32:44,day,45.9,35.9
03-10-13,14:44:40,08:33:44,day,46.5,35.7
03-10-13,14:45:41,08:34:45,day,47.5,35.4
03-10-13,14:46:41,08:35:46,day,44.5,35.4
03-10-13,14:47:42,08:36:47,day,46.6,35.5
03-10-13,14:48:42,08:37:47,day,50.7,35.5
03-10-13,14:49:43,08:38:48,day,47.5,35.3
03-10-13,14:50:43,08:39:48,day,45.9,35.4
03-10-13,14:51:44,08:40:50,day,46.4,35.3
03-10-13,14:52:45,08:41:51,day,42.2,35.5
03-10-13,14:53:45,08:42:51,day,44.9,35.4
03-10-13,14:54:46,08:43:52,day,44,35.4
03-10-13,14:55:46,08:44:52,day,43.4,35.4
03-10-13,14:56:47,08:45:53,day,43.9,35.3
03-10-13,14:57:47,08:46:54,day,42.3,35.3
03-10-13,14:58:48,08:47:55,day,42.1,35.3
03-10-13,14:59:48,08:48:55,day,43.5,35.1
03-10-13,15:00:49,08:49:56,day,43.7,35
03-10-13,15:01:50,08:50:57,day,41.5,35
03-10-13,15:02:50,08:51:57,day,42.7,34.9
03-10-13,15:03:51,08:52:59,day,43.3,34.9
03-10-13,15:04:51,08:53:59,day,43.7,34.7
03-10-13,15:05:52,08:55:00,day,43.2,34.8
03-10-13,15:06:52,08:56:00,day,42.5,34.6
03-10-13,15:07:53,08:57:01,day,39.3,34.6
03-10-13,15:08:53,08:58:02,day,40.3,34.7
03-10-13,15:09:54,08:59:03,day,42.1,34.7
03-10-13,15:10:54,09:00:03,day,40.3,34.7
03-10-13,15:11:55,09:01:04,day,38.6,34.8
03-10-13,15:12:56,09:02:05,day,41.1,34.8
03-10-13,15:13:56,09:03:05,day,36.9,34.8
03-10-13,15:14:57,09:04:07,day,38,34.8
03-10-13,15:15:57,09:05:07,day,42.3,34.9
03-10-13,15:16:58,09:06:08,day,41.6,34.6
03-10-13,15:17:58,09:07:08,day,41.4,34.3
03-10-13,15:18:59,09:08:09,day,42.5,34.3
03-10-13,15:19:59,09:09:09,day,41.8,34.3
03-10-13,15:21:00,09:10:11,day,40.9,34.3
03-10-13,15:22:00,09:11:11,day,43.2,34.4
03-10-13,15:23:01,09:12:12,day,38.6,34.4
03-10-13,15:24:02,09:13:13,day,44.1,34.5
03-10-13,15:25:02,09:14:13,day,44.5,34.4
03-10-13,15:26:03,09:15:15,day,38.5,34.5
03-10-13,15:27:03,09:16:15,day,37.8,34.4
03-10-13,15:28:04,09:17:16,day,41.1,34.3
03-10-13,15:29:04,09:18:16,day,44.5,34.2
03-10-13,15:30:05,09:19:17,day,41.7,34.1
03-10-13,15:31:05,09:20:17,day,43.5,34.1
03-10-13,15:32:06,09:21:19,day,50,33.8
03-10-13,15:33:06,09:22:19,day,43.8,34
03-10-13,15:34:07,09:23:20,day,41.9,34.4
03-10-13,15:35:08,09:24:21,day,40.9,34.5
03-10-13,15:36:08,09:25:21,day,47,34.7
03-10-13,15:37:09,09:26:22,day,49.2,34.4
03-10-13,15:38:09,09:27:23,day,46.2,34.2
03-10-13,15:39:10,09:28:24,day,48.1,33.9
03-10-13,15:40:10,09:29:24,day,47.8,33.6
03-10-13,15:41:11,09:30:25,day,46.8,33.6
03-10-13,15:42:11,09:31:25,day,44.1,33.8
03-10-13,15:43:12,09:32:26,day,43.4,33.9
03-10-13,15:44:12,09:33:27,day,42.8,34.1
03-10-13,15:45:13,09:34:28,day,44.1,34
03-10-13,15:56:19,09:45:36,day,45.3,33.6
03-10-13,15:57:19,09:46:36,day,44.1,33.7
03-10-13,15:58:20,09:47:37,day,42.1,33.7
03-10-13,15:59:21,09:48:38,day,41.6,33.6
03-10-13,16:00:21,09:49:38,day,42.6,33.4
03-10-13,16:01:22,09:50:40,day,40.4,33.5
03-10-13,16:02:22,09:51:40,day,39.9,33.7
03-10-13,16:03:23,09:52:41,day,42.9,33.7
03-10-13,16:04:23,09:53:41,day,40.1,33.7
03-10-13,16:05:24,09:54:42,day,42.9,33.7
03-10-13,16:06:24,09:55:43,day,46.8,33.3
03-10-13,16:07:25,09:56:44,day,40.4,33.2
03-10-13,16:08:25,09:57:44,day,40.2,33.3
03-10-13,16:09:26,09:58:45,day,41.5,33.3
03-10-13,16:10:27,09:59:46,day,40.9,33.4
03-10-13,16:11:27,10:00:46,day,41.3,33.4
03-10-13,16:12:28,10:01:48,day,43.2,33.3
03-10-13,16:13:28,10:02:48,day,38.3,33.4
03-10-13,16:14:29,10:03:49,day,41.3,33.3
03-10-13,16:15:29,10:04:49,day,43.7,33.2
03-10-13,16:16:30,10:05:50,day,48.3,33
03-10-13,16:17:30,10:06:50,day,52.2,32.6
03-10-13,16:18:31,10:07:52,day,46.8,32.7
03-10-13,16:19:32,10:08:53,day,51.4,32.7
03-10-13,16:20:32,10:09:53,day,46.3,32.7
03-10-13,16:21:33,10:10:54,day,51,32.7
03-10-13,16:22:33,10:11:54,day,55.5,32.5
03-10-13,16:23:34,10:12:56,day,53.8,32.3
03-10-13,16:24:34,10:13:56,day,51,32.4
03-10-13,16:25:35,10:14:57,day,49,32.6
03-10-13,16:26:35,10:15:57,day,53.8,32.7
03-10-13,16:27:36,10:16:58,day,52.4,32.6
03-10-13,16:28:36,10:17:58,day,54.1,32.6
03-10-13,16:29:37,10:19:00,day,53.3,32.6
03-10-13,16:30:38,10:20:01,day,50.3,32.5
03-10-13,16:31:38,10:21:01,day,48,32.6
03-10-13,16:32:39,10:22:02,day,47.4,32.7
03-10-13,16:33:39,10:23:02,day,47.2,32.8
03-10-13,16:34:40,10:24:03,day,49.1,32.7
03-10-13,16:35:40,10:25:04,day,48.3,32.5
03-10-13,16:36:41,10:26:05,day,47.9,32.5
03-10-13,16:37:41,10:27:05,day,47.7,32.6
03-10-13,16:38:42,10:28:06,day,54.3,32.5
03-10-13,16:39:42,10:29:06,day,50.7,32.2
03-10-13,16:40:43,10:30:07,day,56.6,31.6
03-10-13,16:41:44,10:31:09,day,54.4,31.4
03-10-13,16:42:44,10:32:09,day,52,31.7
03-10-13,16:43:45,10:33:10,day,54.6,31.7
03-10-13,16:44:45,10:34:10,day,56.3,31.8
03-10-13,16:45:46,10:35:11,day,52.4,31.8
03-10-13,16:56:52,10:46:19,day,70.6,30.6
03-10-13,16:57:52,10:47:19,day,65.8,30.9
03-10-13,16:58:53,10:48:21,day,69.8,31
03-10-13,16:59:53,10:49:21,day,66.8,31.2
03-10-13,17:00:54,10:50:22,day,61.5,31.5
03-10-13,17:01:54,10:51:22,day,68.1,31.6
03-10-13,17:02:55,10:52:23,day,67.5,31.5
03-10-13,17:03:55,10:53:24,day,66.3,31.4
03-10-13,17:04:56,10:54:25,day,62.6,31.2
03-10-13,17:05:57,10:55:26,day,70.7,31.1
03-10-13,17:06:57,10:56:26,day,69.2,31.1
03-10-13,17:07:58,10:57:27,day,69.8,30.9
03-10-13,17:08:58,10:58:27,day,68.3,30.8
03-10-13,17:09:59,10:59:29,day,70.6,30.9
03-10-13,17:10:59,11:00:29,day,67.5,30.8
03-10-13,17:12:00,11:01:30,day,65.4,30.9
03-10-13,17:13:00,11:02:30,day,61.3,31.3
03-10-13,17:14:01,11:03:31,day,57.2,31.9
03-10-13,17:15:01,11:04:31,day,57.7,32.2
03-10-13,17:16:02,11:05:33,day,57.9,32.5
03-10-13,17:17:03,11:06:34,day,57.4,32.6
03-10-13,17:18:03,11:07:34,day,58.2,32.7
03-10-13,17:19:04,11:08:35,day,58.7,32.7
03-10-13,17:20:04,11:09:35,day,59.2,32.7
03-10-13,17:21:05,11:10:36,day,59.4,32.7
03-10-13,17:22:05,11:11:37,day,59.7,32.7
03-10-13,17:23:06,11:12:38,day,61.2,32.7
03-10-13,17:24:06,11:13:38,day,61.3,32.7
03-10-13,17:25:07,11:14:39,day,61.9,32.7
03-10-13,17:26:08,11:15:40,day,62.6,32.6
03-10-13,17:27:08,11:16:41,day,63.2,32.6
03-10-13,17:28:09,11:17:42,day,63.3,32.6
03-10-13,17:29:09,11:18:42,day,63.1,32.6
03-10-13,17:30:10,11:19:43,day,64,32.5
03-10-13,17:31:10,11:20:43,day,64.2,32.5
03-10-13,17:32:11,11:21:44,day,64.4,32.5
03-10-13,17:33:11,11:22:45,day,64.2,32.5
03-10-13,17:34:12,11:23:46,day,64.1,32.5
03-10-13,17:35:12,11:24:46,day,63.8,32.5
03-10-13,17:36:13,11:25:47,day,63.7,32.4
03-10-13,17:37:14,11:26:48,day,64.1,32.4
03-10-13,17:38:14,11:27:48,day,64.5,32.4
03-10-13,17:39:15,11:28:50,day,64.3,32.4
03-10-13,17:40:15,11:29:50,day,64.4,32.4
03-10-13,17:41:16,11:30:51,day,64.5,32.3
03-10-13,17:42:16,11:31:51,day,64.6,32.3
03-10-13,17:43:17,11:32:52,day,64.6,32.3
03-10-13,17:44:17,11:33:53,day,64.6,32.3
